Name,Ticker,Sector,Category
Hong Leong Financial Group Bhd.,1082-MY,Financials,MSCI Emerging Markets StrategicFactors
Telekom Malaysia Bhd.,4863-MY,Communication Services,MSCI Emerging Markets StrategicFactors
HUAYU Automotive Systems Company Limited Class A,BP3R4T,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Rumo SA,RAIL3-BR,Industrials,MSCI Emerging Markets StrategicFactors
Doosan Heavy Industries & Construction Co. Ltd.,034020-KR,Industrials,MSCI Emerging Markets StrategicFactors
Industrias Penoles SAB de CV,PE&OLES-MX,Materials,MSCI Emerging Markets StrategicFactors
Lucky Cement Ltd.,LUCK-PK,Materials,MSCI Emerging Markets StrategicFactors
Habib Bank Limited,HBL-PK,Financials,MSCI Emerging Markets StrategicFactors
Discovery Limited,DSY-ZA,Financials,MSCI Emerging Markets StrategicFactors
PT Indah Kiat Pulp & Paper Tbk,INKP-ID,Materials,MSCI Emerging Markets StrategicFactors
S.F. Holding Co. Ltd. Class A,BD73M3,Industrials,MSCI Emerging Markets StrategicFactors
Ningxia Baofeng Energy Group Co. Ltd. Class A,BK4XS9,Materials,MSCI Emerging Markets StrategicFactors
Jiangsu Zhongtian Technology Co. Ltd. Class A,BP3R9T,Industrials,MSCI Emerging Markets StrategicFactors
Genting Malaysia Bhd.,4715-MY,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
TOTVS S.A.,TOTS3-BR,Information Technology,MSCI Emerging Markets StrategicFactors
Banco Santander (Brasil) S.A. Units Cons of 1 Sh + 1 Pfd Sh,SANB11-BR,Financials,MSCI Emerging Markets StrategicFactors
Shenzhen Investment Limited,604-HK,Real Estate,MSCI Emerging Markets StrategicFactors
GF Securities Co. Ltd. Class H,1776-HK,Financials,MSCI Emerging Markets StrategicFactors
Central Retail Corporation Public Company Limited NVDR,CRC.R-TH,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Jollibee Foods Corp.,JFC-PH,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Petronas Gas Bhd.,6033-MY,Utilities,MSCI Emerging Markets StrategicFactors
Sime Darby Bhd.,4197-MY,Industrials,MSCI Emerging Markets StrategicFactors
Saudi Arabian Mining Co.,1211-SA,Materials,MSCI Emerging Markets StrategicFactors
Oppein Home Group Inc. Class A,BFF1YZ,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Saudi Kayan Petrochemical Co.,2350-SA,Materials,MSCI Emerging Markets StrategicFactors
Ambev SA,ABEV3-BR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Yantai Eddie Precision Machinery Co. Ltd. Class A,BK947P,Industrials,MSCI Emerging Markets StrategicFactors
Novolipetsk Steel,457874,Materials,MSCI Emerging Markets StrategicFactors
Cosan S.A.,CSAN3-BR,Energy,MSCI Emerging Markets StrategicFactors
Hapvida Participacoes e Investimentos SA,HAPV3-BR,Health Care,MSCI Emerging Markets StrategicFactors
Chongqing Rural Commercial Bank Co. Ltd. Class H,3618-HK,Financials,MSCI Emerging Markets StrategicFactors
China Huarong Asset Management Co Ltd Class H,2799-HK,Financials,MSCI Emerging Markets StrategicFactors
Sinotruk Hong Kong Ltd.,3808-HK,Industrials,MSCI Emerging Markets StrategicFactors
Xinjiang Goldwind Science & Technology Co. Ltd. Class H,2208-HK,Industrials,MSCI Emerging Markets StrategicFactors
Navinfo Co. Ltd. Class A,BD5CKR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Yes Bank Limited,532648-IN,Financials,MSCI Emerging Markets StrategicFactors
Indorama Ventures Public Co. Ltd. NVDR,IVL.R-TH,Materials,MSCI Emerging Markets StrategicFactors
Aurobindo Pharma Ltd,524804-IN,Health Care,MSCI Emerging Markets StrategicFactors
Sri Trang Gloves (Thailand) Public Co. Ltd.(Alien Mkt),STGT.F-TH,Health Care,MSCI Emerging Markets StrategicFactors
Piramal Enterprises Ltd.,500302-IN,Financials,MSCI Emerging Markets StrategicFactors
NH INVESTMENT & SECURITIES CO.LTD.,005940-KR,Financials,MSCI Emerging Markets StrategicFactors
Focus Media Information Technology Co Ltd Class A,BD5CND,Communication Services,MSCI Emerging Markets StrategicFactors
Bancolombia S.A.,BCOLOMBIA-CO,Financials,MSCI Emerging Markets StrategicFactors
NEPI Rockcastle Plc,NRP-ZA,Real Estate,MSCI Emerging Markets StrategicFactors
Mexican Peso,CASH_MXN,Unassigned,MSCI Emerging Markets StrategicFactors
InterGlobe Aviation Ltd,539448-IN,Industrials,MSCI Emerging Markets StrategicFactors
SBI Life Insurance Co. Ltd.,540719-IN,Financials,MSCI Emerging Markets StrategicFactors
Lepu Medical Technology (Beijing) Co. Ltd. Class A,BD5CM1,Health Care,MSCI Emerging Markets StrategicFactors
Centrais Eletricas Brasileiras SA-Eletrobras Sponsored ADR Pfd Class B,EBR.B,Unassigned,MSCI Emerging Markets StrategicFactors
Bandhan Bank Ltd.,541153-IN,Financials,MSCI Emerging Markets StrategicFactors
GT Capital Holdings Inc.,GTCAP-PH,Industrials,MSCI Emerging Markets StrategicFactors
Falabella S.A.,FALABELLA-CL,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Yuexiu Property Co. Ltd.,123-HK,Real Estate,MSCI Emerging Markets StrategicFactors
TIM SA (Brazil) Sponsored ADR,TIMB,Communication Services,MSCI Emerging Markets StrategicFactors
NanJi E-Commerce Co. LTD. Class A,BD5LSJ,Communication Services,MSCI Emerging Markets StrategicFactors
Empresas CMPC S.A.,CMPC-CL,Materials,MSCI Emerging Markets StrategicFactors
Orbia Advance Corp. SAB de CV,ORBIA-MX,Materials,MSCI Emerging Markets StrategicFactors
Banco Santander-Chile Sponsored ADR,BSAC,Financials,MSCI Emerging Markets StrategicFactors
Companhia Siderurgica Nacional Sponsored ADR,SID,Materials,MSCI Emerging Markets StrategicFactors
Pakistan Rupee,CASH_PKR,Unassigned,MSCI Emerging Markets StrategicFactors
Centrais Eletricas Brasileiras SA-Eletrobras,ELET3-BR,Utilities,MSCI Emerging Markets StrategicFactors
National Industrialization Co.,2060-SA,Materials,MSCI Emerging Markets StrategicFactors
Dr. Reddy's Laboratories Ltd.,500124-IN,Health Care,MSCI Emerging Markets StrategicFactors
Metro Pacific Investments Corporation,MPI-PH,Financials,MSCI Emerging Markets StrategicFactors
China Aoyuan Group Limited,3883-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Daewoo Shipbuilding & Marine Engineering Co. Ltd,042660-KR,Industrials,MSCI Emerging Markets StrategicFactors
Zhejiang Weixing New Building Materials Co. Ltd. Class A,BD5LYB,Industrials,MSCI Emerging Markets StrategicFactors
Zhejiang Dahua Technology Co. Ltd. Class A,BD5CNJ,Information Technology,MSCI Emerging Markets StrategicFactors
Companhia de Saneamento Basico do Estado de Sao Paulo SABESP Sponsored ADR,SBS,Utilities,MSCI Emerging Markets StrategicFactors
51job Inc Sponsored ADR,JOBS,Industrials,MSCI Emerging Markets StrategicFactors
Seegene Inc.,096530-KR,Health Care,MSCI Emerging Markets StrategicFactors
Jason Furniture (Hangzhou) Co. Ltd. Class A,BYW5R0,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Growthpoint Properties Limited,GRT-ZA,Real Estate,MSCI Emerging Markets StrategicFactors
HUTCHMED (China) Limited Sponsored ADR,HCM,Health Care,MSCI Emerging Markets StrategicFactors
PT Semen Indonesia (Persero) Tbk,SMGR-ID,Materials,MSCI Emerging Markets StrategicFactors
China Oilfield Services Limited Class H,2883-HK,Energy,MSCI Emerging Markets StrategicFactors
Celltrion Healthcare Co. Ltd.,091990-KR,Health Care,MSCI Emerging Markets StrategicFactors
Localiza Rent A Car S.A.,RENT3-BR,Industrials,MSCI Emerging Markets StrategicFactors
Thai Union Group Public Company Limited(Alien Mkt),TU.F-TH,Consumer Staples,MSCI Emerging Markets StrategicFactors
MERITZ SECURITIES CO LTD,008560-KR,Financials,MSCI Emerging Markets StrategicFactors
Sime Darby Plantation Bhd.,5285-MY,Consumer Staples,MSCI Emerging Markets StrategicFactors
Zhejiang Dingli Machinery Co. Ltd. Class A,BYZW44,Industrials,MSCI Emerging Markets StrategicFactors
Shriram Transport Finance Co. Ltd.,511218-IN,Financials,MSCI Emerging Markets StrategicFactors
Enel Americas S.A. Sponsored ADR,ENIA,Utilities,MSCI Emerging Markets StrategicFactors
Xinyi Solar Holdings Ltd.,968-HK,Information Technology,MSCI Emerging Markets StrategicFactors
Shree Cement Limited,500387-IN,Materials,MSCI Emerging Markets StrategicFactors
Huatai Securities Co. Ltd. Class H,6886-HK,Financials,MSCI Emerging Markets StrategicFactors
Pan Ocean Co. Ltd.,028670-KR,Industrials,MSCI Emerging Markets StrategicFactors
Axiata Group Bhd.,6888-MY,Communication Services,MSCI Emerging Markets StrategicFactors
China Evergrande Group,3333-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Companhia Energetica de Minas Gerais SA Sponsored ADR Pfd,CIG,Utilities,MSCI Emerging Markets StrategicFactors
3SBio Inc.,1530-HK,Health Care,MSCI Emerging Markets StrategicFactors
Ping An Bank Co. Ltd. Class A,BD5CPS,Financials,MSCI Emerging Markets StrategicFactors
Suzano S.A.,SUZB3-BR,Materials,MSCI Emerging Markets StrategicFactors
Shenzhen Energy Group Co. Ltd. Class A,BD5CN6,Utilities,MSCI Emerging Markets StrategicFactors
Grupo de Inversiones Suramericana S.A.,GRUPOSURA-CO,Financials,MSCI Emerging Markets StrategicFactors
Hungarian Forint,CASH_HUF,Unassigned,MSCI Emerging Markets StrategicFactors
China Vanke Co. Ltd Class A,BD5CPW,Real Estate,MSCI Emerging Markets StrategicFactors
Rabigh Refining & Petrochemical Co.,2380-SA,Energy,MSCI Emerging Markets StrategicFactors
Ecopetrol SA,ECOPETROL-CO,Energy,MSCI Emerging Markets StrategicFactors
Atacadao SA,CRFB3-BR,Consumer Staples,MSCI Emerging Markets StrategicFactors
BRF SA,BRFS3-BR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Bangkok Commercial Asset Management Public Co. Ltd.(Alien Mkt),BAM.F-TH,Financials,MSCI Emerging Markets StrategicFactors
TAL Education Group Sponsored ADR Class A,TAL,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Mesaieed Petrochemical Holding Company Q.S.C.,MPHC-QA,Materials,MSCI Emerging Markets StrategicFactors
Jonjee Hi-Tech Industrial and Commercial Holding Co. Ltd. Class A,BP3RB1,Consumer Staples,MSCI Emerging Markets StrategicFactors
Ecopetrol SA Sponsored ADR,EC,Energy,MSCI Emerging Markets StrategicFactors
Egyptian Pound,CASH_EGP,Unassigned,MSCI Emerging Markets StrategicFactors
Intco Medical Technology Co. Ltd. Class A,BMTCVT,Health Care,MSCI Emerging Markets StrategicFactors
Grupo Aeroportuario del Sureste SA de CV Class B,ASURB-MX,Industrials,MSCI Emerging Markets StrategicFactors
Doosan Bobcat Inc.,241560-KR,Industrials,MSCI Emerging Markets StrategicFactors
Rand Merchant Investment Holdings Limited,RMI-ZA,Financials,MSCI Emerging Markets StrategicFactors
Guangzhou R&F Properties Co. Ltd. Class H,2777-HK,Real Estate,MSCI Emerging Markets StrategicFactors
PT Indocement Tunggal Prakarsa Tbk,INTP-ID,Materials,MSCI Emerging Markets StrategicFactors
Land & Houses Public Co. Ltd.(Alien Mkt),LH.F-TH,Real Estate,MSCI Emerging Markets StrategicFactors
True Corp. Public Co. Ltd.(Alien Mkt),TRUE.F-TH,Communication Services,MSCI Emerging Markets StrategicFactors
Harmony Gold Mining Co. Ltd.,HAR-ZA,Materials,MSCI Emerging Markets StrategicFactors
HOTEL SHILLA CO. LTD.,008770-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
iQIYI Inc. Sponsored ADR Class A,IQ,Communication Services,MSCI Emerging Markets StrategicFactors
Offcn Education Technology Co. Ltd. Class A,BHQPRN,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Juewei Food Co. Ltd. Class A,BFF1YN,Consumer Staples,MSCI Emerging Markets StrategicFactors
Indonesian Rupiah,CASH_IDR,Unassigned,MSCI Emerging Markets StrategicFactors
Ayala Land Inc.,ALI-PH,Real Estate,MSCI Emerging Markets StrategicFactors
Korea Aerospace Industries Ltd.,047810-KR,Industrials,MSCI Emerging Markets StrategicFactors
Notre Dame Intermedica Participacoes SA,GNDI3-BR,Health Care,MSCI Emerging Markets StrategicFactors
Bancolombia SA Bancolombia Pfd,PFBCOLOM-CO,Financials,MSCI Emerging Markets StrategicFactors
KE Holdings Inc. Sponsored ADR Class A,BEKE,Real Estate,MSCI Emerging Markets StrategicFactors
Perfect World Co. Ltd. Class A,BD5M1C,Communication Services,MSCI Emerging Markets StrategicFactors
Poly Developments & Holdings Group Co. Ltd. Class A,BP3R33,Real Estate,MSCI Emerging Markets StrategicFactors
Motherson Sumi Systems Limited,517334-IN,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
GCL System Integration Technology Co. Ltd. Class A,BD6QVT,Information Technology,MSCI Emerging Markets StrategicFactors
China Bohai Bank Co. Ltd. Class H,9668-HK,Financials,MSCI Emerging Markets StrategicFactors
ICICI Bank Limited,532174-IN,Financials,MSCI Emerging Markets StrategicFactors
Polish Zloty,CASH_PLN,Unassigned,MSCI Emerging Markets StrategicFactors
Energy Absolute Public Co. Ltd. NVDR,EA.R-TH,Utilities,MSCI Emerging Markets StrategicFactors
Ambuja Cements Limited,500425-IN,Materials,MSCI Emerging Markets StrategicFactors
Minor International Public Co. Ltd. NVDR,MINT.R-TH,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Yonghui Superstores Co. Ltd. Class A,BP3R5Q,Consumer Staples,MSCI Emerging Markets StrategicFactors
Kimberly-Clark de Mexico SAB de CV Class A,KIMBERA-MX,Consumer Staples,MSCI Emerging Markets StrategicFactors
Philippines Peso,CASH_PHP,Unassigned,MSCI Emerging Markets StrategicFactors
AmorePacific Group Inc.,002790-KR,Consumer Staples,MSCI Emerging Markets StrategicFactors
FILA Holdings Corp.,081660-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Grupo Carso SAB de CV Class A1,GCARSOA1-MX,Industrials,MSCI Emerging Markets StrategicFactors
Magazine Luiza S.A.,MGLU3-BR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Malaysia Airports Holdings Bhd.,5014-MY,Industrials,MSCI Emerging Markets StrategicFactors
Dar Al Arkan Real Estate Development Co.,4300-SA,Real Estate,MSCI Emerging Markets StrategicFactors
Tonghua Dongbao Pharmaceutical Co. Ltd. Class A,BP3R80,Health Care,MSCI Emerging Markets StrategicFactors
Companhia Energetica de Minas Gerais SA Pfd,CMIG4-BR,Utilities,MSCI Emerging Markets StrategicFactors
Guangzhou Haige Communications Group Incorporated Company Class A,BD5CM7,Information Technology,MSCI Emerging Markets StrategicFactors
ORION CORP.,271560-KR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Zoomlion Heavy Industry Science & Technology Co. Ltd. Class A,BD5CPZ,Industrials,MSCI Emerging Markets StrategicFactors
Huazhu Group Ltd Sponsored ADR,HTHT,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
U.S. Dollar,CASH_USD,Unassigned,MSCI Emerging Markets StrategicFactors
Ratch Group Public Co. Ltd. (Alien Mkt),RATCH.F-TH,Utilities,MSCI Emerging Markets StrategicFactors
Energisa SA Units Cons of 1 Sh + 4 Pfd Shs,ENGI11-BR,Utilities,MSCI Emerging Markets StrategicFactors
Kaisa Group Holdings Ltd.,1638-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Multichoice Group Ltd,MCG-ZA,Communication Services,MSCI Emerging Markets StrategicFactors
Alibaba Pictures Group Limited,1060-HK,Communication Services,MSCI Emerging Markets StrategicFactors
Colbun S.A.,COLBUN-CL,Utilities,MSCI Emerging Markets StrategicFactors
GDS Holdings Ltd. Sponsored ADR Class A,GDS,Information Technology,MSCI Emerging Markets StrategicFactors
BRF SA Sponsored ADR,BRFS,Consumer Staples,MSCI Emerging Markets StrategicFactors
Shenzhen Inovance Technology Co. Ltd Class A,BD5CMN,Industrials,MSCI Emerging Markets StrategicFactors
CJ ENM Co. Ltd.,035760-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Czech Koruna,CASH_CZK,Unassigned,MSCI Emerging Markets StrategicFactors
Megacable Hldgs SAB de CV Cert Part Ord Cons of 2 A,MEGACPO-MX,Communication Services,MSCI Emerging Markets StrategicFactors
Berli Jucker Public Co. Ltd. NVDR,BJC.R-TH,Consumer Staples,MSCI Emerging Markets StrategicFactors
Natura & Co Holding SA,NTCO3-BR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Hello Group Inc. Sponsored ADR,MOMO,Communication Services,MSCI Emerging Markets StrategicFactors
Yantai Jereh Oilfield Services Group Co. Ltd. Class A,BD5CMC,Energy,MSCI Emerging Markets StrategicFactors
CCR S.A.,CCRO3-BR,Industrials,MSCI Emerging Markets StrategicFactors
LX Holdings Corp.,383800-KR,Industrials,MSCI Emerging Markets StrategicFactors
Bharat Forge Ltd,500493-IN,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
LG Chem Ltd Pfd Registered Shs Issue 01,051915-KR,Materials,MSCI Emerging Markets StrategicFactors
Minor International Public Co. Ltd.(Alien Mkt),MINT.F-TH,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Promotora y Operadora de Infraestructura SA,PINFRA-MX,Industrials,MSCI Emerging Markets StrategicFactors
Itau Unibanco Holding SA Pfd,ITUB4-BR,Financials,MSCI Emerging Markets StrategicFactors
Larsen & Toubro Ltd.,500510-IN,Industrials,MSCI Emerging Markets StrategicFactors
Tata Steel Limited,500470-IN,Materials,MSCI Emerging Markets StrategicFactors
Dialog Group Bhd.,7277-MY,Energy,MSCI Emerging Markets StrategicFactors
Energy Absolute Public Co. Ltd.(Alien Mkt),EA.F-TH,Utilities,MSCI Emerging Markets StrategicFactors
Indorama Ventures Public Co. Ltd.(Alien Mkt),IVL.F-TH,Materials,MSCI Emerging Markets StrategicFactors
Vale S.A.,VALE3-BR,Materials,MSCI Emerging Markets StrategicFactors
Companhia Siderurgica Nacional,CSNA3-BR,Materials,MSCI Emerging Markets StrategicFactors
Americanas SA,AMER3-BR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Hanmi Pharmaceutical Co. Ltd.,128940-KR,Health Care,MSCI Emerging Markets StrategicFactors
Lojas Americanas S.A. Pfd,LAME4-BR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Mahindra & Mahindra Ltd.,500520-IN,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Enel Americas S.A.,ENELAM-CL,Utilities,MSCI Emerging Markets StrategicFactors
Container Corporation of India Limited,531344-IN,Industrials,MSCI Emerging Markets StrategicFactors
Colombian Peso,CASH_COP,Unassigned,MSCI Emerging Markets StrategicFactors
Enel Chile SA Sponsored ADR,ENIC,Utilities,MSCI Emerging Markets StrategicFactors
Euro,CASH_EUR,Unassigned,MSCI Emerging Markets StrategicFactors
Grupo Aeroportuario del Pacifico SAB de CV Class B,GAPB-MX,Industrials,MSCI Emerging Markets StrategicFactors
