Name,Ticker,Sector,Category,Weight
Jonjee Hi-Tech Industrial and Commercial Holding Co. Ltd. Class A,BP3RB1,Consumer Staples,Portfolio Emerging Markets,0.000421
PHOENIX VEGA MEZZ LTD,PVMEZZ-GR,Financials,Portfolio Emerging Markets,0.000421
Hong Leong Financial Group Bhd.,1082-MY,Financials,Portfolio Emerging Markets,0.000420
Shandong Denghai Seeds Co. Ltd. Class A,BD5CCR,Consumer Staples,Portfolio Emerging Markets,0.000413
Ocumension Therapeutics,1477-HK,Health Care,Portfolio Emerging Markets,0.000412
PDG Realty SA Empreendimentos e Participacoes,PDGR3-BR,Consumer Discretionary,Portfolio Emerging Markets,0.000410
Cogobuy Group,400-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000407
Pharmally International Holding Co Ltd,6452-TW,Unassigned,Portfolio Emerging Markets,0.000405
Iskandar Waterfront City Berhad,1589-MY,Real Estate,Portfolio Emerging Markets,0.000404
Flytech Technology Co. Ltd.,6206-TW,Information Technology,Portfolio Emerging Markets,0.000400
Ju Teng International Holdings Limited,3336-HK,Information Technology,Portfolio Emerging Markets,0.000396
Kwong Fong Industries Corporation,1416-TW,Real Estate,Portfolio Emerging Markets,0.000387
Ege Endustri ve Ticaret A.S.,EGEEN.E-TR,Consumer Discretionary,Portfolio Emerging Markets,0.000384
Chaowei Power Holdings Ltd.,951-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000382
Shanghai Junshi Biosciences Co. Ltd. Class H,1877-HK,Health Care,Portfolio Emerging Markets,0.000382
OnMobile Global Limited,532944-IN,Information Technology,Portfolio Emerging Markets,0.000379
China Sanjiang Fine Chemicals Co. Ltd.,2198-HK,Materials,Portfolio Emerging Markets,0.000378
Beijing Strong Biotechnologies Inc Class A,BD5M01,Health Care,Portfolio Emerging Markets,0.000373
PT Modernland Realty Tbk Class A,MDLN-ID,Real Estate,Portfolio Emerging Markets,0.000370
Log-In Logistica Intermodal SA,LOGN3-BR,Industrials,Portfolio Emerging Markets,0.000368
Polimex-Mostostal S.A.,PXM-PL,Industrials,Portfolio Emerging Markets,0.000366
Eternit S.A.,ETER3-BR,Materials,Portfolio Emerging Markets,0.000356
China Fortune Land Development Co. Ltd. Class A,BP3R3V,Real Estate,Portfolio Emerging Markets,0.000353
Chong Hong Construction Co. Ltd.,5534-TW,Real Estate,Portfolio Emerging Markets,0.000353
Sinofert Holdings Limited,297-HK,Materials,Portfolio Emerging Markets,0.000351
Hebei Construction Group Co. Ltd. Class H,1727-HK,Industrials,Portfolio Emerging Markets,0.000343
C&S Paper Co. Ltd. Class A,BFY8GH,Consumer Staples,Portfolio Emerging Markets,0.000340
Chongqing Fuling Electric Power Industrial Co Ltd Class A,BF2DZ2,Utilities,Portfolio Emerging Markets,0.000329
Bank Islam Malaysia Bhd.,5258-MY,Financials,Portfolio Emerging Markets,0.000325
China Financial Services Holdings Limited,605-HK,Financials,Portfolio Emerging Markets,0.000324
Fang Holdings Ltd. Sponsored ADR Class A,SFUN,Communication Services,Portfolio Emerging Markets,0.000322
CUB Elecparts Inc.,2231-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000318
PChome Online Inc.,8044-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000316
PT Lippo Cikarang Tbk,LPCK-ID,Real Estate,Portfolio Emerging Markets,0.000312
Ming Yang Smart Energy Group Limited Class A,BK9486,Industrials,Portfolio Emerging Markets,0.000309
TTCL Public Co. Ltd.(Alien Mkt),TTCL.F-TH,Industrials,Portfolio Emerging Markets,0.000308
Chen Full International Co. Ltd.,8383-TW,Information Technology,Portfolio Emerging Markets,0.000306
Sok Marketler Ticaret AS,SOKM.E-TR,Consumer Staples,Portfolio Emerging Markets,0.000304
China Modern Dairy Holdings Ltd.,1117-HK,Consumer Staples,Portfolio Emerging Markets,0.000303
Cheetah Mobile Inc. ADR Class A,CMCM,Information Technology,Portfolio Emerging Markets,0.000302
Unitech Limited,507878-IN,Real Estate,Portfolio Emerging Markets,0.000302
Betta Pharmaceuticals Co. Ltd. Class A,BD6QWL,Health Care,Portfolio Emerging Markets,0.000299
Admie Holdings SA,ADMIE-GR,Utilities,Portfolio Emerging Markets,0.000298
Turk Telekomunikasyon A.S.,TTKOM.E-TR,Communication Services,Portfolio Emerging Markets,0.000298
Chlitina Holding Ltd.,4137-TW,Consumer Staples,Portfolio Emerging Markets,0.000296
Punj Lloyd Ltd.,532693-IN,Industrials,Portfolio Emerging Markets,0.000296
Educomp Solutions Limited,532696-IN,Consumer Discretionary,Portfolio Emerging Markets,0.000291
China NT Pharma Group Co. Ltd.,1011-HK,Health Care,Portfolio Emerging Markets,0.000290
China Bohai Bank Co. Ltd. Class H,9668-HK,Financials,Portfolio Emerging Markets,0.000278
Urbi Desarrollos Urbanos SAB de CV,URBI-MX,Consumer Discretionary,Portfolio Emerging Markets,0.000270
Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited Class H,874-HK,Health Care,Portfolio Emerging Markets,0.000262
Iron Force Industrial Co. Ltd.,2228-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000261
Peruvian New Sol,CASH_PEN,Unassigned,Portfolio Emerging Markets,0.000258
PT Global Mediacom Tbk,BMTR-ID,Communication Services,Portfolio Emerging Markets,0.000256
Goldpac Group Ltd.,3315-HK,Information Technology,Portfolio Emerging Markets,0.000252
Log Commercial Properties e Participacoes SA,LOGG3-BR,Real Estate,Portfolio Emerging Markets,0.000250
Sinopec Oilfield Service Corporation Class H,1033-HK,Energy,Portfolio Emerging Markets,0.000246
Imperial Pacific International Holdings Limited,1076-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000245
FIT Hon Teng Limited,6088-HK,Information Technology,Portfolio Emerging Markets,0.000238
Honworld Group Ltd.,2226-HK,Consumer Staples,Portfolio Emerging Markets,0.000238
China Electronics Huada Technology Company Limited,85-HK,Information Technology,Portfolio Emerging Markets,0.000234
New Provenance Everlasting Holdings Limited,2326-HK,Industrials,Portfolio Emerging Markets,0.000234
Yixin Group Ltd.,2858-HK,Financials,Portfolio Emerging Markets,0.000231
Asian Citrus Holdings Limited,73-HK,Unassigned,Portfolio Emerging Markets,0.000228
PCI Technology Group Co. Ltd. Class A,BFMXLH,Information Technology,Portfolio Emerging Markets,0.000227
Comtec Solar Systems Group Ltd.,712-HK,Information Technology,Portfolio Emerging Markets,0.000225
NiSun International Enterprise Development Group Co. Ltd. Class A,NISN,Industrials,Portfolio Emerging Markets,0.000225
CIMC Enric Holdings Limited,3899-HK,Industrials,Portfolio Emerging Markets,0.000223
Suncorp Technologies Limited,1063-HK,Information Technology,Portfolio Emerging Markets,0.000220
Concord New Energy Group Limited,182-HK,Utilities,Portfolio Emerging Markets,0.000218
Chongqing Machinery & Electric Co. Ltd. Class H,2722-HK,Industrials,Portfolio Emerging Markets,0.000217
TPK Holding Co. Ltd.,3673-TW,Information Technology,Portfolio Emerging Markets,0.000211
Colour Life Services Group Co. Ltd.,1778-HK,Real Estate,Portfolio Emerging Markets,0.000209
SREI Infrastructure Finance Limited,523756-IN,Financials,Portfolio Emerging Markets,0.000209
Crystal International Group Limited,2232-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000208
Health and Happiness (H&H) International Holdings Limited,1112-HK,Consumer Staples,Portfolio Emerging Markets,0.000202
PT Bumi Resources Tbk Class A,BUMI-ID,Energy,Portfolio Emerging Markets,0.000201
Yangtze Optical Fibre and Cable Joint Stock Ltd Co Class H,6869-HK,Information Technology,Portfolio Emerging Markets,0.000189
China Yuhua Education Corp. Ltd.,6169-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000188
Solartech International Holdings Limited,1166-HK,Industrials,Portfolio Emerging Markets,0.000186
China Financial International Investments Limited,721-HK,Financials,Portfolio Emerging Markets,0.000184
Constructora Conconcreto S.A.,CONCONCRET-CO,Industrials,Portfolio Emerging Markets,0.000184
Gafisa SA,GFSA3-BR,Consumer Discretionary,Portfolio Emerging Markets,0.000183
PW Medtech Group Ltd.,1358-HK,Health Care,Portfolio Emerging Markets,0.000181
Profarma Distribuidora de Produtos Farmaceuticos SA,PFRM3-BR,Health Care,Portfolio Emerging Markets,0.000181
FGV Holdings Bhd.,5222-MY,Consumer Staples,Portfolio Emerging Markets,0.000180
Israeli Shekel,CASH_ILS,Unassigned,Portfolio Emerging Markets,0.000175
Goodbaby International Holdings Ltd.,1086-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000168
Suvidhaa Infoserve Limited,543281-IN,Unassigned,Portfolio Emerging Markets,0.000164
Invest Bank PSC,INVESTB-AE,Financials,Portfolio Emerging Markets,0.000162
SinoMedia Holding Ltd.,623-HK,Communication Services,Portfolio Emerging Markets,0.000161
Silver Grant International Holdings Group Limited,171-HK,Real Estate,Portfolio Emerging Markets,0.000160
Anton Oilfield Services Group,3337-HK,Energy,Portfolio Emerging Markets,0.000153
Truelight Corporation,3234-TW,Information Technology,Portfolio Emerging Markets,0.000153
Virscend Education Company Limited,1565-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000151
Xiangpiaopiao Food Co. Ltd. Class A,BF2DZZ,Consumer Staples,Portfolio Emerging Markets,0.000148
Phytohealth Corporation,4108-TW,Health Care,Portfolio Emerging Markets,0.000146
Ozner Water International Holding Ltd,2014-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000145
Airmate (Cayman) International Co. Ltd.,1626-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000143
China Oil & Gas Group Ltd.,603-HK,Utilities,Portfolio Emerging Markets,0.000142
Wasion Holdings Limited,3393-HK,Information Technology,Portfolio Emerging Markets,0.000142
Puxin Ltd. Sponsored ADR,NEW,Consumer Discretionary,Portfolio Emerging Markets,0.000140
Tian Ge Interactive Holdings Ltd,1980-HK,Communication Services,Portfolio Emerging Markets,0.000140
Li-Cheng Enterprise Co. Ltd,4426-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000137
Jiangnan Group Ltd.,1366-HK,Industrials,Portfolio Emerging Markets,0.000134
Sapura Energy Bhd,5218-MY,Energy,Portfolio Emerging Markets,0.000122
Tong Ren Tang Technologies Co. Ltd. Class H,1666-HK,Health Care,Portfolio Emerging Markets,0.000122
Xinyi Electric Storage Holdings Ltd.,8328-HK,Industrials,Portfolio Emerging Markets,0.000120
Ascendis Health Limited,ASC-ZA,Health Care,Portfolio Emerging Markets,0.000113
Baosheng Science & Technology Innovation Co. Ltd. Class A,BS7K3R,Industrials,Portfolio Emerging Markets,0.000112
Shanghai Jin Jiang Capital Co. Ltd. Class H,2006-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000110
Aveng Limited,AEG-ZA,Industrials,Portfolio Emerging Markets,0.000107
Getnet Adquirencia e Servicos Para Meios de Pagamento SA Units,GETT11-BR,Information Technology,Portfolio Emerging Markets,0.000107
China Foods Limited,506-HK,Consumer Staples,Portfolio Emerging Markets,0.000106
Yip's Chemical Holdings Limited,408-HK,Materials,Portfolio Emerging Markets,0.000102
Long Bon International Co. Ltd.,2514-TW,Real Estate,Portfolio Emerging Markets,0.000100
Housing Development & Infrastructure Ltd.,532873-IN,Real Estate,Portfolio Emerging Markets,0.000099
Huasheng International Holding Limited,1323-HK,Industrials,Portfolio Emerging Markets,0.000098
SKP RESOURCES BHD EQUITY WARRANT,BMD4XP,Unassigned,Portfolio Emerging Markets,0.000097
Syarikat Takaful Malaysia Keluarga Bhd.,6139-MY,Financials,Portfolio Emerging Markets,0.000095
Kenda Rubber Industrial Co. Ltd,2106-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000094
CA Cultural Technology Group Ltd.,1566-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000088
Cosmo Lady (China) Holdings Co. Ltd.,2298-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000088
Chanjet Information Technology Co. Ltd. Class H,1588-HK,Information Technology,Portfolio Emerging Markets,0.000087
Guodian Technology & Environment Group Corp. Ltd. Class H,1296-HK,Industrials,Portfolio Emerging Markets,0.000087
Construtora Tenda SA,TEND3-BR,Consumer Discretionary,Portfolio Emerging Markets,0.000086
DRC Systems India Pvt Ltd,543268-IN,Information Technology,Portfolio Emerging Markets,0.000086
Manpasand Beverages Ltd.,539207-IN,Consumer Staples,Portfolio Emerging Markets,0.000086
Poly Culture Group Corp. Ltd. Class H,3636-HK,Communication Services,Portfolio Emerging Markets,0.000086
China Merchants China Direct Investments Limited,133-HK,Financials,Portfolio Emerging Markets,0.000083
Coxon Precise Industrial Co. Ltd Class A,3607-TW,Information Technology,Portfolio Emerging Markets,0.000083
Grasim Industries Ltd Sponsored GDR RegS,GRA92-LU,Materials,Portfolio Emerging Markets,0.000083
Anhui Expressway Company Limited Class H,995-HK,Industrials,Portfolio Emerging Markets,0.000082
China Zhengtong Auto Services Holdings Limited,1728-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000080
China Aircraft Leasing Group Holdings Ltd.,1848-HK,Industrials,Portfolio Emerging Markets,0.000078
Sintex Plastics Technology Ltd.,540653-IN,Materials,Portfolio Emerging Markets,0.000076
Boyaa Interactive International Ltd.,434-HK,Communication Services,Portfolio Emerging Markets,0.000075
COMFORT GLOVE BHD EQUITY WARRANT,BMF806,Unassigned,Portfolio Emerging Markets,0.000075
GDEX BHD EQUITY WARRANT,BLB1ZW,Unassigned,Portfolio Emerging Markets,0.000074
Tibet Water Resources Ltd.,1115-HK,Consumer Staples,Portfolio Emerging Markets,0.000074
TECH PRO TECHNOLOGY DEVELOPMEN ORDINARY ,9966CZP904,Unassigned,Portfolio Emerging Markets,0.000073
Greatview Aseptic Packaging Company Limited,468-HK,Materials,Portfolio Emerging Markets,0.000071
Shanghai Fudan Zhangjiang Bio Pharmaceutical Co. Ltd. Class H,1349-HK,Health Care,Portfolio Emerging Markets,0.000068
Prosperous Future Holdings Limited,1259-HK,Consumer Staples,Portfolio Emerging Markets,0.000064
Malaysian Resources Corp Bhd MRCB Warrant 2017-29.10.27 on Malaysian Resources Corp,1651WB-MY,Industrials,Portfolio Emerging Markets,0.000063
China Harmony Auto Holding Limited,3836-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000062
Ourgame International Holdings Ltd,6899-HK,Communication Services,Portfolio Emerging Markets,0.000060
MYTILINEOS S.A.,MYTIL-GR,Industrials,Portfolio Emerging Markets,0.000057
SRISAWAD CORP PCL EQUITY WARRANT,BMCZDR,Unassigned,Portfolio Emerging Markets,0.000057
Yestar Healthcare Holdings Co Ltd,2393-HK,Health Care,Portfolio Emerging Markets,0.000052
Shandong Airlines Co. Ltd. Class B,200152-CN,Industrials,Portfolio Emerging Markets,0.000051
Restoque Comercio e Confeccoes de Roupas S.A.,LLIS3-BR,Consumer Discretionary,Portfolio Emerging Markets,0.000050
Terna Energy S.A.,TENERGY-GR,Utilities,Portfolio Emerging Markets,0.000050
Xiamen International Port Co. Ltd. Class H,3378-HK,Industrials,Portfolio Emerging Markets,0.000050
Vision Values Holdings Limited,862-HK,Information Technology,Portfolio Emerging Markets,0.000049
China Online Education Group Sponsored ADR,COE,Consumer Discretionary,Portfolio Emerging Markets,0.000048
China Shuifa Singyes Energy Holdings Ltd.,750-HK,Industrials,Portfolio Emerging Markets,0.000046
MINOR INTL PCL EQUITY WARRANT,BM9H9T,Unassigned,Portfolio Emerging Markets,0.000045
Link Motion Inc. Sponsored ADR Class A,LKM,Information Technology,Portfolio Emerging Markets,0.000044
AGTech Holdings Limited,8279-HK,Information Technology,Portfolio Emerging Markets,0.000043
Concentradora Hipotecaria SAPI de CV,FHIPO14-MX,Financials,Portfolio Emerging Markets,0.000043
Huayi Tencent Entertainment Co. Ltd.,419-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000040
Shanghai Industrial Urban Development Group Ltd,563-HK,Real Estate,Portfolio Emerging Markets,0.000039
Sinopharm Tech Holdings Limited,8156-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000039
BAIC Motor Corporation Limited Class H,1958-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000037
Trigiant Group Ltd.,1300-HK,Information Technology,Portfolio Emerging Markets,0.000032
Velesto Energy Bhd.,5243-MY,Energy,Portfolio Emerging Markets,0.000031
JSW Ispat Special Products Ltd,513446-IN,Materials,Portfolio Emerging Markets,0.000030
UNTRADE.CHONGSING HLDGS ORDINARY HKD,942BCU90,Unassigned,Portfolio Emerging Markets,0.000030
BTS GROUP HOLDINGS PCL WARRANT,76660757,Unassigned,Portfolio Emerging Markets,0.000029
BTS W7 WARRANT,76660737,Unassigned,Portfolio Emerging Markets,0.000029
Lianhua Supermarket Holdings Co. Ltd. Class H,980-HK,Consumer Staples,Portfolio Emerging Markets,0.000028
BIOTON S.A.,BIO-PL,Health Care,Portfolio Emerging Markets,0.000027
China Huarong Energy Company Limited,1101-HK,Energy,Portfolio Emerging Markets,0.000027
Orascom Investment Holding SAE,OIH-EG,Communication Services,Portfolio Emerging Markets,0.000027
BTS GROUP HOLDINGS PCL EQUITY WARRANT,BND8B0,Unassigned,Portfolio Emerging Markets,0.000026
Gammon India Limited,509550-IN,Industrials,Portfolio Emerging Markets,0.000026
Orascom Financial Holding S.A.E,OFH-EG,Financials,Portfolio Emerging Markets,0.000025
Global Top E-Commerce Co. Ltd. Class A,BD5CFX,Consumer Discretionary,Portfolio Emerging Markets,0.000024
First Shanghai Investments Limited,227-HK,Financials,Portfolio Emerging Markets,0.000023
Shenwan Hongyuan (H.K.) Limited,218-HK,Financials,Portfolio Emerging Markets,0.000022
Mosel Vitelic Inc.,2342-TW,Information Technology,Portfolio Emerging Markets,0.000021
Eternity Investment Limited,764-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000020
Feiyu Technology International Company Ltd.,1022-HK,Communication Services,Portfolio Emerging Markets,0.000020
Wisdom Sports Group,1661-HK,Communication Services,Portfolio Emerging Markets,0.000019
Amtek Auto Limited,520077-IN,Consumer Discretionary,Portfolio Emerging Markets,0.000017
Ellaktor SA,ELLAKTOR-GR,Industrials,Portfolio Emerging Markets,0.000017
China Ocean Industry Group Limited,651-HK,Industrials,Portfolio Emerging Markets,0.000016
Unity Opto Technology Co. Ltd.,2499-TW,Unassigned,Portfolio Emerging Markets,0.000016
SPT Energy Group Inc.,1251-HK,Energy,Portfolio Emerging Markets,0.000014
Yuexiu Transport Infrastructure Limited,1052-HK,Industrials,Portfolio Emerging Markets,0.000014
Brasil Brokers Participacoes S.A.,BBRK3-BR,Real Estate,Portfolio Emerging Markets,0.000013
ChinaCache International Holdings Ltd. Sponsored ADR,CCIHY,Information Technology,Portfolio Emerging Markets,0.000013
FOURLIS HOLDINGS S.A.,FOYRK-GR,Consumer Discretionary,Portfolio Emerging Markets,0.000013
E-Commodities Holdings Limited,1733-HK,Materials,Portfolio Emerging Markets,0.000011
Sare Holding SAB de CV Class B,SAREB-MX,Consumer Discretionary,Portfolio Emerging Markets,0.000011
